figure,panel,scientific_claim,source_file,source_hash,source_field,confirmatory_or_diagnostic,transformation,plot_script,output_file
S11,(a),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700711.json,sha256:71708c4b02fac0c6fd9f90d64883ca2098f3ef2c9b2379b332f1ce2d4c7bf45e,selected.lineages.HET_S1_02.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(a),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700712.json,sha256:da5d2e551ae22b904fc5f6df6076fd4eabb556ca9b44a9eff15055e64cc4f28a,selected.lineages.HET_S1_02.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(a),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700713.json,sha256:328578cec827e4dd5b29b8a6184ffd44e9898fbe23a1dfcae2729ddd2a3129ab,selected.lineages.HET_S1_02.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700711.json,sha256:37ec40e7490057d72d85a5732f3baab739c8262394ff01ee154cf668821048e8,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700712.json,sha256:0f6539abd12186e54f4b410afb0bff08f17a6fb6fd5cd6ab1b933b5c29256ba3,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700713.json,sha256:3a42b3f0e593eb55807ece69acf6260af1fadf594ca1d2e6050288d44b5537a6,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700711.json,sha256:99302ce76226028ab0889f0d82105293863b738ccb7e637ee7e29f62da63d5bc,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700712.json,sha256:919a2676ec54243dcd138c1e233291da617d7b4a41c1212b2d79e5492818a6bb,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700713.json,sha256:70e534d315653d027360e090957706af30ee902b01732841d43c49cd693844fd,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700711.json,sha256:71708c4b02fac0c6fd9f90d64883ca2098f3ef2c9b2379b332f1ce2d4c7bf45e,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700712.json,sha256:da5d2e551ae22b904fc5f6df6076fd4eabb556ca9b44a9eff15055e64cc4f28a,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(b),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700713.json,sha256:328578cec827e4dd5b29b8a6184ffd44e9898fbe23a1dfcae2729ddd2a3129ab,selected.lineages.HET_S1_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700711.json,sha256:37ec40e7490057d72d85a5732f3baab739c8262394ff01ee154cf668821048e8,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700712.json,sha256:0f6539abd12186e54f4b410afb0bff08f17a6fb6fd5cd6ab1b933b5c29256ba3,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700713.json,sha256:3a42b3f0e593eb55807ece69acf6260af1fadf594ca1d2e6050288d44b5537a6,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700711.json,sha256:99302ce76226028ab0889f0d82105293863b738ccb7e637ee7e29f62da63d5bc,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700712.json,sha256:919a2676ec54243dcd138c1e233291da617d7b4a41c1212b2d79e5492818a6bb,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700713.json,sha256:70e534d315653d027360e090957706af30ee902b01732841d43c49cd693844fd,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700711.json,sha256:71708c4b02fac0c6fd9f90d64883ca2098f3ef2c9b2379b332f1ce2d4c7bf45e,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700712.json,sha256:da5d2e551ae22b904fc5f6df6076fd4eabb556ca9b44a9eff15055e64cc4f28a,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(c),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D3_seed20700713.json,sha256:328578cec827e4dd5b29b8a6184ffd44e9898fbe23a1dfcae2729ddd2a3129ab,selected.lineages.HET_S2_01.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(d),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700711.json,sha256:37ec40e7490057d72d85a5732f3baab739c8262394ff01ee154cf668821048e8,selected.lineages.HET_S2_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(d),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700712.json,sha256:0f6539abd12186e54f4b410afb0bff08f17a6fb6fd5cd6ab1b933b5c29256ba3,selected.lineages.HET_S2_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(d),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D1_seed20700713.json,sha256:3a42b3f0e593eb55807ece69acf6260af1fadf594ca1d2e6050288d44b5537a6,selected.lineages.HET_S2_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(d),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700711.json,sha256:99302ce76226028ab0889f0d82105293863b738ccb7e637ee7e29f62da63d5bc,selected.lineages.HET_S2_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(d),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700712.json,sha256:919a2676ec54243dcd138c1e233291da617d7b4a41c1212b2d79e5492818a6bb,selected.lineages.HET_S2_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
S11,(d),Every selected-checkpoint Stage07 TRAIN origin is retained for all fourteen lineages and nine arm/seed runs.,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07dr/train_fit_attribution/D2_seed20700713.json,sha256:70e534d315653d027360e090957706af30ee902b01732841d43c49cd693844fd,selected.lineages.HET_S2_03.origins[*].Q_def,DIAGNOSTIC_ONLY,Exact 9×64 heatmap; shared log display scale.,publication_cmame_v1/04_figures/00_style/build_supplementary_figures.py,figS11_stage07_fourteen_lineage_origins.svg; figS11_stage07_fourteen_lineage_origins.pdf; figS11_stage07_fourteen_lineage_origins.png
